916,58
917,71
918,56
919,55
920,55
921,68
922,78
923,57
924,61
925,65
926,100
927,97
928,114
929,65
930,58
931,57
932,57
933,57
934,56
935,56
936,56
937,57
938,56
939,56
940,57
941,56
942,56
943,57
944,56
945,57
946,56
947,57
948,56
949,56
950,57
951,57
952,56
953,56
954,56
955,57
956,56
957,57
958,57
959,56
960,110
961,59
962,67
963,65
964,68
965,71
966,68
967,66
968,65
969,66
970,66
971,66
972,66
973,67
974,67
975,66
976,65
977,66
978,66
979,67
980,66
981,66
982,66
983,67
984,65
985,66
986,67
987,66
988,66
989,67
990,65
991,66
992,66
993,67
994,68
995,118
996,75
997,66
998,66
999,67
