0,141
1,167
2,116
3,85
4,118
5,95
6,95
7,93
8,66
9,64
10,65
11,65
12,65
13,66
14,64
15,63
16,63
17,63
18,63
19,63
20,63
21,63
22,80
23,92
24,91
25,78
26,79
27,179
28,169
29,171
30,76
31,64
32,62
33,63
34,63
35,63
36,63
37,63
38,63
39,63
40,62
41,62
42,63
43,62
44,63
45,63
46,62
47,62
48,62
49,62
50,62
51,80
52,68
53,68
54,81
55,78
56,77
57,79
58,79
59,88
60,66
61,63
62,63
63,63
64,63
65,63
66,63
67,63
68,63
69,63
70,63
71,59
72,59
73,59
74,59
75,60
76,60
77,59
78,59
79,60
80,60
81,60
82,60
83,60
84,59
85,60
86,60
87,59
88,69
89,72
90,71
91,66
92,61
93,60
94,59
95,60
96,59
97,59
98,60
99,59
100,59
101,59
102,59
103,58
104,59
105,59
106,59
107,59
108,59
109,59
110,59
111,59
112,60
113,59
114,59
115,59
116,59
117,59
118,58
119,58
120,58
121,59
122,59
123,60
124,59
125,58
126,58
127,78
128,67
129,71
130,70
131,66
132,94
133,69
134,69
135,69
136,69
137,61
138,60
139,61
140,60
141,59
142,60
143,60
144,60
145,60
146,59
147,60
148,59
149,59
150,60
151,59
152,59
153,60
154,60
155,60
156,59
157,59
158,60
159,60
160,59
161,60
162,60
163,59
164,60
165,59
166,84
167,64
168,71
169,69
170,65
171,70
172,72
173,72
174,74
175,70
176,70
177,69
178,69
179,70
180,69
181,70
182,70
183,70
184,71
185,68
186,70
187,70
188,70
189,70
190,69
191,70
192,71
193,70
194,69
195,70
196,70
197,70
198,70
199,69
200,69
201,71
202,90
203,101
204,64
205,65
206,86
207,134
208,78
209,106
210,70
211,69
212,61
213,59
214,59
215,60
216,59
217,59
218,60
219,60
220,59
221,59
222,60
223,59
224,59
225,60
226,59
227,59
228,60
229,60
230,59
231,59
232,59
233,59
234,59
235,60
236,59
237,59
238,59
239,103
240,70
241,75
242,67
243,72
244,61
245,60
246,59
247,59
248,59
249,58
250,58
251,58
252,58
253,57
254,58
255,58
256,58
257,58
258,58
259,57
260,58
261,57
262,57
263,58
264,57
265,58
266,57
267,58
268,58
269,57
270,58
271,57
272,57
273,57
274,58
275,78
276,69
277,73
278,70
279,83
280,66
281,65
282,65
283,64
284,64
285,65
286,64
287,63
288,63
289,63
290,63
291,63
292,63
293,63
294,62
295,63
296,63
297,63
298,63
299,63
300,63
301,63
302,62
303,63
304,62
305,63
306,62
307,63
308,63
309,63
310,63
311,63
312,82
313,76
314,72
315,83
316,71
317,107
318,80
319,124
320,83
321,69
322,69
323,68
324,67
325,67
326,68
327,67
328,68
329,68
330,67
331,67
332,68
333,68
334,68
335,67
336,67
337,67
338,67
339,67
340,68
341,67
342,67
343,68
344,67
345,79
346,104
347,86
348,71
349,71
350,69
351,68
352,68
353,67
354,68
355,67
356,67
357,67
358,67
359,68
360,68
361,68
362,67
363,68
364,68
365,67
366,67
367,67
368,68
369,68
370,67
371,67
372,67
373,68
374,68
375,67
376,68
377,69
378,161
379,108
380,104
381,85
382,107
383,105
384,124
385,85
386,69
387,67
388,67
389,67
390,67
391,67
392,67
393,66
394,66
395,67
396,67
397,67
398,67
399,67
400,68
401,67
402,66
403,67
404,67
405,66
406,67
407,67
408,67
409,67
410,49
411,69
412,60
413,52
414,69
415,57
416,48
417,46
418,47
419,47
420,47
421,46
422,47
423,49
424,47
425,47
426,47
427,48
428,47
429,46
430,47
431,47
432,47
433,47
434,47
435,47
436,47
437,47
438,47
439,47
440,47
441,46
442,47
443,47
444,47
445,47
446,47
447,47
448,46
449,47
450,46
451,47
452,46
453,47
454,47
455,46
456,46
457,72
458,81
459,69
460,63
461,60
462,57
463,56
464,56
465,56
466,56
467,56
468,57
469,57
470,57
471,56
472,57
473,57
474,56
475,57
476,57
477,56
478,56
479,57
480,58
481,57
482,57
483,56
484,57
485,57
486,57
487,56
488,56
489,57
490,57
491,57
492,56
493,56
494,56
495,56
496,57
497,102
498,62
499,80
500,79
501,61
502,118
503,73
504,109
505,63
506,57
507,57
508,56
509,57
510,56
511,57
512,57
513,57
514,57
515,56
516,57
517,57
518,56
519,57
520,57
521,57
522,57
523,57
524,56
525,57
526,56
527,56
528,57
529,57
530,57
531,57
532,57
533,57
534,57
535,80
536,60
537,118
538,75
539,62
540,121
541,71
542,107
543,71
544,58
545,57
546,56
547,56
548,56
549,57
550,57
551,56
552,56
553,55
554,56
555,56
556,56
557,56
558,56
559,56
560,56
561,56
562,56
563,56
564,56
565,56
566,55
567,56
568,56
569,56
570,57
571,57
572,56
573,102
574,82
575,65
576,87
577,68
578,101
579,76
580,73
581,70
582,64
583,64
584,62
585,62
586,62
587,63
588,63
589,64
590,63
591,63
592,62
593,63
594,63
595,63
596,63
597,66
598,64
599,63
600,64
601,62
602,63
603,63
604,63
605,63
606,63
607,62
608,69
609,65
610,107
611,77
612,132
613,81
614,114
615,81
616,66
617,64
618,63
619,64
620,63
621,64
622,64
623,63
624,63
625,63
626,63
627,63
628,63
629,63
630,64
631,64
632,63
633,63
634,63
635,63
636,63
637,63
638,63
639,66
640,64
641,112
642,72
643,130
644,84
645,68
646,128
647,80
648,117
649,96
650,65
651,62
652,63
653,64
654,63
655,63
656,63
657,62
658,62
659,64
660,63
661,62
662,62
663,63
664,63
665,62
666,63
667,63
668,62
669,64
670,63
671,62
672,63
673,62
674,63
675,69
676,101
677,70
678,100
679,69
680,67
681,63
682,63
683,63
684,62
685,62
686,63
687,62
688,62
689,64
690,63
691,63
692,63
693,63
694,63
695,63
696,63
697,63
698,63
699,62
700,63
701,62
702,63
703,62
704,63
705,65
706,64
707,63
708,62
709,62
710,85
711,121
712,100
713,82
714,101
715,100
716,75
717,73
718,65
719,63
720,63
721,63
722,63
723,63
724,63
725,63
726,63
727,62
728,63
729,63
730,63
731,63
732,63
733,63
734,63
735,63
736,63
737,64
738,63
739,63
740,63
741,63
742,63
743,63
744,105
745,58
746,58
747,55
748,77
749,55
750,52
751,52
752,51
753,51
754,51
755,51
756,50
757,51
758,51
759,51
760,52
761,51
762,51
763,51
764,51
765,51
766,51
767,52
768,51
769,51
770,51
771,50
772,51
773,51
774,51
775,51
776,52
777,51
778,51
779,51
780,50
781,51
782,50
783,51
784,51
785,51
786,50
787,51
788,57
789,100
790,62
791,69
792,51
793,100
794,60
795,94
796,74
797,49
798,46
799,46
800,48
801,46
802,47
803,47
804,46
805,47
806,46
807,47
808,46
809,46
810,46
811,46
812,46
813,46
814,47
815,46
816,47
817,46
818,46
819,47
820,47
821,46
822,46
823,46
824,46
825,46
826,46
827,47
828,46
829,46
830,47
831,47
832,46
833,47
834,78
835,50
836,101
837,64
838,49
839,70
840,58
841,56
842,49
843,47
844,47
845,47
846,47
847,47
848,47
849,47
850,47
851,47
852,47
853,47
854,47
855,47
856,47
857,47
858,47
859,47
860,48
861,47
862,47
863,47
864,47
865,47
866,47
867,47
868,47
869,47
870,47
871,47
872,47
873,47
874,47
875,47
876,46
877,47
878,47
879,47
880,47
881,64
882,85
883,58
884,64
885,80
886,62
887,58
888,57
889,56
890,56
891,56
892,56
893,56
894,56
895,57
896,56
897,56
898,55
899,56
900,58
901,56
902,56
903,57
904,56
905,57
906,56
907,56
908,56
909,56
910,56
911,56
912,56
913,56
914,56
915,56
